Time [s],Value,Parity Error,Framing Error
0.60375,0xFF,,
0.603846,0xFF,,
0.603941,0x59,,
0.604037,0xFD,,
0.610255,0x04,,
0.61035,0xA1,,
0.610446,0x5A,,
0.610542,0xFF,,
0.611259,0x06,,
0.611354,0xA1,,
0.611449,0x00,,
0.611544,0x00,,
0.611639,0x58,,
0.611733,0xFF,,
0.617956,0x04,,
0.618051,0xA2,,
0.618147,0x59,,
0.618242,0xFF,,
0.618964,0x06,,
0.61906,0xA2,,
0.619155,0xFF,,
0.619251,0xFF,,
0.619346,0x59,,
0.619442,0xFD,,
0.625657,0x04,,
0.625752,0xA1,,
0.625848,0x5A,,
0.625943,0xFF,,
0.626658,0x06,,
0.626752,0xA1,,
0.626847,0x00,,
0.626942,0x00,,
0.627037,0x58,,
0.627132,0xFF,,
0.633357,0x04,,
0.633453,0xA2,,
0.633549,0x59,,
0.633644,0xFF,,
0.634363,0x06,,
0.634459,0xA2,,
0.634554,0xFF,,
0.63465,0xFF,,
0.634745,0x59,,
0.634841,0xFD,,
0.641058,0x04,,
0.641154,0xA1,,
0.641249,0x5A,,
0.641345,0xFF,,
0.642064,0x06,,
0.642159,0xA1,,
0.642254,0x00,,
0.642349,0x00,,
0.642444,0x58,,
0.642539,0xFF,,
0.648759,0x04,,
0.648855,0xA2,,
0.64895,0x59,,
0.649046,0xFF,,
0.649766,0x06,,
0.649862,0xA2,,
0.649957,0xFF,,
0.650053,0xFF,,
0.650148,0x59,,
0.650244,0xFD,,
0.65646,0x04,,
0.656556,0xA1,,
0.656651,0x5A,,
0.656747,0xFF,,
0.657459,0x06,,
0.657553,0xA1,,
0.657648,0x00,,
0.657743,0x00,,
0.657838,0x58,,
0.657933,0xFF,,
0.664161,0x04,,
0.664256,0xA2,,
0.664352,0x59,,
0.664448,0xFF,,
0.665171,0x06,,
0.665267,0xA2,,
0.665362,0xFF,,
0.665458,0xFF,,
0.665553,0x59,,
0.665649,0xFD,,
0.671862,0x04,,
0.671957,0xA1,,
0.672053,0x5A,,
0.672148,0xFF,,
0.672862,0x06,,
0.672957,0xA1,,
0.673052,0x00,,
0.673147,0x00,,
0.673242,0x58,,
0.673337,0xFF,,
0.679563,0x04,,
0.679658,0xA2,,
0.679754,0x59,,
0.679849,0xFF,,
0.680569,0x06,,
0.680664,0xA2,,
0.68076,0xFF,,
0.680855,0xFF,,
0.680951,0x59,,
0.681046,0xFD,,
0.687262,0x04,,
0.687358,0xA1,,
0.687454,0x5A,,
0.687549,0xFF,,
0.688262,0x06,,
0.688357,0xA1,,
0.688451,0x00,,
0.688546,0x00,,
0.688641,0x58,,
0.688736,0xFF,,
0.694963,0x04,,
0.695059,0xA2,,
0.695154,0x59,,
0.69525,0xFF,,
0.695968,0x06,,
0.696063,0xA2,,
0.696159,0xFF,,
0.696254,0xFF,,
0.69635,0x59,,
0.696445,0xFD,,
0.702664,0x04,,
0.70276,0xA1,,
0.702855,0x5A,,
0.702951,0xFF,,
0.703666,0x06,,
0.703761,0xA1,,
0.703856,0x00,,
0.70395,0x00,,
0.704045,0x58,,
0.70414,0xFF,,
0.710365,0x04,,
0.71046,0xA2,,
0.710556,0x59,,
0.710652,0xFF,,
0.711369,0x06,,
0.711465,0xA2,,
0.71156,0xFF,,
0.711656,0xFF,,
0.711751,0x59,,
0.711847,0xFD,,
0.718066,0x04,,
0.718161,0xA1,,
0.718257,0x5A,,
0.718352,0xFF,,
0.719068,0x06,,
0.719163,0xA1,,
0.719258,0x00,,
0.719352,0x00,,
0.719447,0x58,,
0.719542,0xFF,,
0.725767,0x04,,
0.725862,0xA2,,
0.725958,0x59,,
0.726053,0xFF,,
0.726774,0x06,,
0.72687,0xA2,,
0.726965,0xFF,,
0.727061,0xFF,,
0.727156,0x59,,
0.727252,0xFD,,
0.733467,0x04,,
0.733563,0xA1,,
0.733659,0x5A,,
0.733754,0xFF,,
0.734469,0x06,,
0.734564,0xA1,,
0.734659,0x00,,
0.734754,0x00,,
0.734849,0x58,,
0.734943,0xFF,,
0.741168,0x04,,
0.741264,0xA2,,
0.741359,0x59,,
0.741455,0xFF,,
0.742179,0x06,,
0.742275,0xA2,,
0.74237,0xFF,,
0.742466,0xFF,,
0.742561,0x59,,
0.742657,0xFD,,
0.748869,0x04,,
0.748965,0xA1,,
0.74906,0x5A,,
0.749156,0xFF,,
0.749867,0x06,,
0.749962,0xA1,,
0.750057,0x00,,
0.750152,0x00,,
0.750247,0x58,,
0.750341,0xFF,,
0.75657,0x04,,
0.756666,0xA2,,
0.756761,0x59,,
0.756857,0xFF,,
0.757577,0x06,,
0.757672,0xA2,,
0.757768,0xFF,,
0.757863,0xFF,,
0.757959,0x59,,
0.758054,0xFD,,
0.764271,0x04,,
0.764366,0xA1,,
0.764462,0x5A,,
0.764558,0xFF,,
0.765273,0x06,,
0.765368,0xA1,,
0.765462,0x00,,
0.765557,0x00,,
0.765652,0x58,,
0.765747,0xFF,,
0.771972,0x04,,
0.772067,0xA2,,
0.772163,0x59,,
0.772258,0xFF,,
0.772977,0x06,,
0.773072,0xA2,,
0.773168,0xFF,,
0.773263,0xFF,,
0.773359,0x59,,
0.773454,0xFD,,
0.779673,0x04,,
0.779768,0xA1,,
0.779864,0x5A,,
0.779959,0xFF,,
0.780672,0x06,,
0.780766,0xA1,,
0.780861,0x00,,
0.780956,0x00,,
0.781051,0x58,,
0.781146,0xFF,,
0.787373,0x04,,
0.787469,0xA2,,
0.787565,0x59,,
0.78766,0xFF,,
0.788382,0x06,,
0.788477,0xA2,,
0.788573,0xFF,,
0.788668,0xFF,,
0.788764,0x59,,
0.788859,0xFD,,
0.795074,0x04,,
0.79517,0xA1,,
0.795265,0x5A,,
0.795361,0xFF,,
0.796076,0x06,,
0.79617,0xA1,,
0.796265,0x00,,
0.79636,0x00,,
0.796455,0x58,,
0.79655,0xFF,,
0.802775,0x04,,
0.802871,0xA2,,
0.802966,0x59,,
0.803062,0xFF,,
0.803787,0x06,,
0.803882,0xA2,,
0.803978,0xFF,,
0.804073,0xFF,,
0.804169,0x59,,
0.804264,0xFD,,
0.810476,0x04,,
0.810572,0xA1,,
0.810667,0x5A,,
0.810763,0xFF,,
0.811475,0x06,,
0.81157,0xA1,,
0.811665,0x00,,
0.811759,0x00,,
0.811854,0x58,,
0.811949,0xFF,,
0.818177,0x04,,
0.818272,0xA2,,
0.818368,0x59,,
0.818464,0xFF,,
0.819184,0x06,,
0.81928,0xA2,,
0.819375,0xFF,,
0.819471,0xFF,,
0.819566,0x59,,
0.819662,0xFD,,
0.825878,0x04,,
0.825973,0xA1,,
0.826069,0x5A,,
0.826164,0xFF,,
0.826879,0x06,,
0.826974,0xA1,,
0.827069,0x00,,
0.827163,0x00,,
0.827258,0x58,,
0.827353,0xFF,,
0.833579,0x04,,
0.833674,0xA2,,
0.83377,0x59,,
0.833865,0xFF,,
0.834584,0x06,,
0.83468,0xA2,,
0.834775,0xFF,,
0.834871,0xFF,,
0.834967,0x59,,
0.835062,0xFD,,
0.841278,0x04,,
0.841374,0xA1,,
0.84147,0x5A,,
0.841565,0xFF,,
0.842279,0x06,,
0.842374,0xA1,,
0.842469,0x00,,
0.842564,0x00,,
0.842659,0x58,,
0.842754,0xFF,,
0.84898,0x04,,
0.849076,0xA2,,
0.849171,0x59,,
0.849267,0xFF,,
0.849989,0x06,,
0.850085,0xA2,,
0.850181,0xFF,,
0.850276,0xFF,,
0.850372,0x59,,
0.850467,0xFD,,
0.856681,0x04,,
0.856777,0xA1,,
0.856872,0x5A,,
0.856968,0xFF,,
0.857684,0x06,,
0.857778,0xA1,,
0.857873,0x00,,
0.857968,0x00,,
0.858063,0x58,,
0.858158,0xFF,,
0.864381,0x04,,
0.864477,0xA2,,
0.864572,0x59,,
0.864668,0xFF,,
0.865389,0x06,,
0.865484,0xA2,,
0.86558,0xFF,,
0.865675,0xFF,,
0.865771,0x59,,
0.865866,0xFD,,
0.872081,0x04,,
0.872176,0x83,,
0.872272,0x78,,
0.872368,0xFF,,
0.879782,0x04,,
0.879877,0xA1,,
0.879973,0x5A,,
0.880068,0xFF,,
0.880785,0x06,,
0.880879,0xA1,,
0.880974,0x00,,
0.881069,0x00,,
0.881164,0x58,,
0.881259,0xFF,,
0.887483,0x04,,
0.887578,0xA2,,
0.887674,0x59,,
0.887769,0xFF,,
0.888491,0x06,,
0.888587,0xA2,,
0.888682,0xFF,,
0.888778,0xFF,,
0.888873,0x59,,
0.888969,0xFD,,
0.895184,0x04,,
0.89528,0xA1,,
0.895376,0x5A,,
0.895471,0xFF,,
0.896186,0x06,,
0.89628,0xA1,,
0.896375,0x00,,
0.89647,0x00,,
0.896565,0x58,,
0.89666,0xFF,,
0.902884,0x04,,
0.90298,0xA2,,
0.903075,0x59,,
0.903171,0xFF,,
0.903891,0x06,,
0.903987,0xA2,,
0.904082,0xFF,,
0.904178,0xFF,,
0.904273,0x59,,
0.904369,0xFD,,
0.910585,0x04,,
0.910681,0xA1,,
0.910776,0x5A,,
0.910872,0xFF,,
0.911586,0x06,,
0.911681,0xA1,,
0.911775,0x00,,
0.91187,0x00,,
0.911965,0x58,,
0.91206,0xFF,,
0.918286,0x04,,
0.918382,0xA2,,
0.918477,0x59,,
0.918573,0xFF,,
0.91929,0x06,,
0.919386,0xA2,,
0.919481,0xFF,,
0.919577,0xFF,,
0.919672,0x59,,
0.919768,0xFD,,
0.925987,0x04,,
0.926082,0xA1,,
0.926178,0x5A,,
0.926274,0xFF,,
0.926993,0x06,,
0.927088,0xA1,,
0.927183,0x00,,
0.927277,0x00,,
0.927372,0x58,,
0.927467,0xFF,,
0.933688,0x04,,
0.933783,0xA2,,
0.933879,0x59,,
0.933974,0xFF,,
0.934695,0x06,,
0.934791,0xA2,,
0.934886,0xFF,,
0.934982,0xFF,,
0.935077,0x59,,
0.935173,0xFD,,
0.941389,0x04,,
0.941484,0xA1,,
0.94158,0x5A,,
0.941675,0xFF,,
0.942391,0x06,,
0.942486,0xA1,,
0.942581,0x00,,
